GENESIS-Tabelle: 44151-0001;;;;;;;
Besch‰ftigte, Umsatz im Bauhauptgewerbe (Messzahlen und;;;;;;;
Ver‰nderungsraten): Deutschland, Monate, Wirtschaftszweige;;;;;;;
Konjunkturstatistik im Bauhauptgewerbe;;;;;;;
Deutschland;;;;;;;
;;;;Besch‰ftigte;Ver‰nderung zum Vorjahresmon.;Umsatz;Ver‰nderung zum Vorjahres
Key Wirtschaftszweig;Wirtschaftszweig;Jahr;Monat;2010=100;in (%);2010=100;in (%)
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;M‰rz;99,3;3,7;94,6;16,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;April;101;2,1;96,4;0,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Mai;102,7;2,3;113;16,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Juni;103,3;1,5;109;-2,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Juli;103,9;1,4;116,7;2,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;August;105,3;1,5;120,3;7,6
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;September;105,6;1;120,8;3,5
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Oktober;105,1;0,8;119,4;-1,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;November;104,1;0,4;132;4,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2011;Dezember;99,4;0,9;132,6;16,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Januar;96,7;0,9;66,4;6,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Februar;96,4;-0,3;66,9;-7,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;M‰rz;100;0,7;95,5;1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;April;101,8;0,8;99,3;3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Mai;103,2;0,5;109,6;-3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Juni;103,8;0,5;115,2;5,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Juli;104,8;0,9;120,3;3,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;August;105,9;0,6;122,9;2,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;September;106,1;0,5;122,6;1,5
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Oktober;105,7;0,6;131,5;10,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;November;104,9;0,8;130,9;-0,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2012;Dezember;99,9;0,5;122,1;-7,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Januar;97;0,3;64,7;-2,6
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Februar;97,1;0,7;70;4,6
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;M‰rz;98,7;-1,3;82,9;-13,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;April;102,3;0,5;99,6;0,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Mai;104,4;1,2;109,2;-0,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Juni;105,4;1,5;116,6;1,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Juli;106,6;1,7;130,9;8,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;August;107,1;1,1;123,5;0,5
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;September;108;1,8;126,8;3,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Oktober;107,7;1,9;131,6;0,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;November;106,8;1,8;138,9;6,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2013;Dezember;101,5;1,6;132,3;8,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Januar;99,9;3;73,7;13,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Februar;100,6;3,6;78,7;12,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;M‰rz;103,5;4,9;97,2;17,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;April;105,8;3,4;104,9;5,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Mai;107;2,5;118,7;8,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Juni;107,9;2,4;114,6;-1,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Juli;108,6;1,9;127,9;-2,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;August;109,6;2,3;119,4;-3,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;September;110,5;2,3;132,3;4,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Oktober;110,1;2,2;132,1;0,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;November;109;2,1;130,8;-5,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2014;Dezember;104,1;2,6;138,5;4,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Januar;102,4;2,5;69,8;-5,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Februar;102,7;2,1;83,3;5,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;M‰rz;105,5;1,9;106,9;10
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;April;107,7;1,8;112,5;7,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Mai;108,8;1,7;113,7;-4,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Juni;109,9;1,9;133;16,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Juli;110,8;2;140,2;9,6
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;August;111,5;1,7;128,4;7,5
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;September;112,4;1,7;140,8;6,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Oktober;111,8;1,5;144,6;9,5
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;November;111;1,8;146,8;12,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2015;Dezember;106,4;2,2;151,1;9,1
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Januar;104,3;1,9;70,4;0,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Februar;105,5;2,7;100,8;21
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;M‰rz;107,9;2,3;113,3;6
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;April;110,3;2,4;127,3;13,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Mai;111,5;2,5;128,4;12,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Juni;112,7;2,5;141,2;6,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Juli;113,4;2,3;137,5;-1,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;August;114,9;3;139,8;8,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;September;115,8;3;145,5;3,3
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Oktober;115,7;3,5;139;-3,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;November;114,6;3,2;147,4;0,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2016;Dezember;110,3;3,7;154,1;2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Januar;108,3;3,8;71,6;1,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Februar;109,6;3,9;92,3;-8,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;M‰rz;113,2;4,9;124;9,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;April;115,3;4,5;120,4;-5,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Mai;116,9;4,8;141,8;10,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Juni;117,5;4,3;145,2;2,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Juli;118,3;4,3;148,8;8,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;August;118,9;3,5;153,4;9,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;September;119,6;3,3;146,5;0,7
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Oktober;119,4;3,2;147,1;5,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;November;118,9;3,8;161,2;9,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2017;Dezember;114,3;3,6;161,6;4,9
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Januar;113,5;4,8;86,3;20,5
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Februar;114,3;4,3;102,8;11,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;M‰rz;115,9;2,4;117,5;-5,2
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;April;118,7;2,9;132,4;10
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Mai;119,9;2,6;142,3;0,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Juni;121,6;3,5;155,1;6,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Juli;122,1;3,2;157,5;5,8
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;August;122,8;3,3;161,7;5,4
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;September;...;...;...;...
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Oktober;...;...;...;...
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;November;...;...;...;...
WZ08-4399;Sonstige spezialisierte Baut‰tigkeiten a.n.g.;2018;Dezember;...;...;...;...
__________;;;;;;;
(C)opyright Statistisches Bundesamt (Destatis), 2018;;;;;;;
Stand: 12.11.2018 / 22:39:29;;;;;;;
